full_text,sent_score
differ colour everi day golden bouquet love T lovemygarden london sharethelov mytropicalparadis mentalhea,1
differ colour everi day golden bouquet love T lovemygarden london sharethelov mytropicalparadis mentalhealth inspir bekind endthelockdown,1
you might want read professorjohnioannidi one world lead epidemiologist endthelockdown,1
So proud these freedomlov cali endthelockdown opencalifornianow freecalifornia,1
hope communist marxist cheer squad twitter plandem endthelockdown socialismkil,-1
exposecb michigan health center worker stage fake patient In covid via make shit pleas share endthelockdown fakepandemix coronahoax,1
endthelockdown endthelockdownuk veday year ago hero fought free world today thank msm you thrown freedom away flu coward research,1
If someon tell new babi need ingredi vaccin I get one Go antivaxx novaccineform endthelockdown vaccinemafia vaccinesarenottheansw vaccineagenda,1
govern coronaviru warn effect terroris briton believ diseas go kill even though infect hospitalis one advis warn endthelockdown,-1
you extend lockdown scotland you support totalitarian freedom endthelockdown,-1
govern medium mortal enemi We peopl endthelockdown medicalmartiallaw scamdem E,1
meanwhil australia endthelockdown,0
our governor delusion amp need stop endthelockdown,1
time run UK economi dead water soon endthelockdown thi dither amp delay reprehens million child life blight selfharm amp suicid increas get all school back,-1
who empow pcso decid necessari I tell nobodi It busi polic offic pcso far travel bike mean endthelockdown,-1
trajectori infect rate show lockdown never necessari the govern overreact back junk scienc reset becam appar but still refus endthelockdown,-1
dictat obvious enjoy extra power long gone halcyon libertarian day like dictat kill countri endthelockdown get economi move fast get school open,1
visit san antonio beauti new PF chang restaur featur wuhan bat soup hate speech egg roll fortun c,1
new case report singl day I understand gov decis endthelockdown stage If anyth v need extendlockdown know healthcar system wil abl cope lie ahead coronaviru pakistan,1
for still scream lockdown go ahead stay indoor let rest u get ou,-1
anoth cheerlead martiallaw amp campaign continu hous arrest thi simpl want stay gov lock amp shackl nobodi stop the rest u take whatev wuflu risk whilst return normal endthelockdown,-1
when politician courag step tell indian two thing thi extinct level event Th,-1
visit san antonio beauti new PF chang restaur featur wuhan bat soup hate speech egg roll fortun cooki racist chineseviru thealamo sanantonio texa wuhanvirusmadeinchina liberalismisamentaldisord madeinchina endthelockdown corruptdemocrat,1
It virtu signal like caus million unemploy UN predict,-1
list last yr you great speaker give hope societi but ground realiti speech motiv work done modisarkar msme shut amp life hell endthelockdown endtheshutdown,-1
endthelockdown endtheshutdown covid covid coronaviru firefaucci make hireioannidi trend,0
We beat nazi will beat remaind fled infect rest world endthelockdown,1
they told Us the lockdown were about flatten curv they lie covid endthelockdown,0
It virtu signal like caus million unemploy UN predict million peopl starv death year We could help lower number busi product america afraid cold lol endthelockdown,-1
I forgiv endthelockdown admit mistak what unforgiv save face carri needl wreck countri,-1
We beat nazi will beat remaind fled infect rest world endthelockdown,1
eventu wildebeest cross river ye crocodil deadli starvat and I need haircut endthelockdown,1
pakistani ray wilkin lookalik sajid javid wa fail home secretari amp fail chancellor As anyon scrap sens would listen say hous arrest need end thi assault civil liberti wuflu must come end endthelockdown,1
endthelockdown endthelockdownuk It appear neil ferguson bit side antonia staat describ senior ac,1
when state choos winner winner larg incent creat barrier chang includ bribe execut the state larg incent keep cours origin mistak face overwhelm evid doubl endthelockdown,1
ime hammer endthelockdown boycottchina draintheswamp,0
whi keep lie whi spread fear ye viru real stop make number keep peopl insid fake patient pad death number endthelockdown lettruthcomeout,-1
you know mortal rate covid approxim even le right H,-1
We learn exampl My busi open I wear mask anywher I go I want I want these nazi need taken offic tri crime real american endthelockdown openamericanow removewhitm,1
courag tenac american women stand togeth endthelockdown watch the interview http,-1
you probabl cant see post feed algorithm SM wont allow certain inform reach human matter brand scroll wall survivior supermoon endthelockdown,-1
the biggest covid lie that everyon vulner that viru discrimin It fatal rate le,-1
biggest covid lie that everyon vulner that viru discrimin It fatal rate le endthelockdownuk endthelockdown endlockdownuk,-1
need get judici review asap endthelockdown,1
yeah call bell curv It way openbusi endthelockdown sadist like keep peopl lock busi lock,-1
canadafail nannyst took tree put em tree museum endthelockdown freedomlost socialismrulesincanada covidli watch free the tree protest toronto cherri blossom cop youtub,-1
close fda jail foulchees endthelockdown throw mask away,1
openamericanow presid trump AG barr power It past time remov reach tyran,1
you know mortal rate covid approxim even le right how mani peopl need die keep nation close make you feel safe endthelockdown opentheeconomi,-1
from georgia state unit state totalitarian terror trump puppet zionist cabal bill gate premedit murder via vaccin freepalestin freetheworld endthelockdown,-1
We not allow cough surviv rate keep entir countri hous arrest destroy econom,0
the penni alreadi drop the scienc sham threat exagger lockdown never necessarili,-1
great job thank covid coronaviru wakeup endthelockdown coronaviru the great awaken,0
ighten nois around u citizen remov freedom daili samustris endthelockdown lockdownsa covid SA,0
go british twitter v america twitter dishearten brit american wake brit doubl ridicul endthelockdownuk endthelockdown endthelockdownnow covid,-1
disgrac enough endthelockdown,1
scientist who insist govern lockdown order step down role UK govern advisor after break qua,-1
endthelockdown cowboy trump may nativeamerican got curfew,1
We need judg smack elect offici As becom known threat le restrict target way respond continu burden constitut liberti may surviv judici scrutini endthelockdown,-1
veri good now aggress roll back excess shutdown texa all degre soft tyranni reopen,-1
I outsid tri film intro new defiant video robot repres gloriou goldenag,-1
here coronaviru casualti endthelockdown,-1
mayor garcetti son district attorney gil garcetti feed LA citi sinc such pig,1
fuck even pol pot would criticis reaction bit draconian freeaustralia endthelockdown wheresourliberti whatdemocraci,-1
If freedom speech taken away dumb silent may led like sheep slaughter georg washington freedomofspeech endthelockdown openamericanow wwg wga,-1
We loos life mismanag coronaviru there exit plan lockdown some die hunger amp migrantlabour walk lockdowneffect endthelockdown endtheshutdown,-1
ake stand fight right endthelockdown,0
cnnisfakenew what say million peopl risk star,-1
I beg ask blue state governor when day flatten curv becom A,0
end lockdown endthelockdown,0
I beg ask blue state governor when day flatten curv becom accept your imprison until We have A vaccin openupamerica endthelockdown,1
which everyon alreadi anyway If test find posit case doesn chang incred low ifr endthelockdown,1
when polit figur forc look stand million peopl starv south africa the anc death sentenc covid not We need speech need action endthelockdown,-1
the number never shut first place and certainli never th,-1
bill gate normalci return vaccin entir global popul the world normalci return erad bill gate covid updat scamdem endthelockdown,-1
everyth propos unconstitut time endthelockdown without rule,-1
I sick fals narr want endthelockdown reckless amp care human life high risk fol,-1
sweet If belong public tell asshol come live At least get job back lost due phoney lock endthelockdown trudeauworstpm,-1
He look death hospit case sinc handl viru fine As long hospit overwhelm issu As well new evid lockdown not reduc spread endthelockdown,1
extend lockdown longer viru safeti endthelockdown opennj,-1
paraphras interview rememb lockdown never save life It prevent unnecessari death If hospit capac exist entir pop make inform decis end lockdown saferoutsid endthelockdown,1
govern meant repres peopl master trudeaumustgo trudeaudictatorship endthelockdown,-1
histori repeat endthelockdown covid,0
open the gym openthegym endthelockdown,0
they purpos take away civil liberti give enough back peopl happi endthelockdown,1
disgrac enough endthelockdown,1
